created_at,Date,Post Type,file_name,folder_name,tweet_id,username,name,first_name,last_name,full_text,view_count,bookmark_count,favorite_count,retweet_count,reply_count,quote_count,bookmarked,favorited,retweeted,user_mentions,url_mentions,is_quote_status,lang,location,bio,website,websites,followers_count,following_count,media_count,statuses_count,favourites_count,listed_count,fast_followers_count,normal_followers_count,followed_by,following,can_dm,can_media_tag,profile_banner_url,profile_url,avatar_url,verified,is_blue_verified,user_created_at,Image,Video Thumbnail
2024-03-21T11:26:26.000Z,2024-03-21T11:26:26.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-17T03:22:19.000Z,2024-03-17T03:22:19.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-16T07:35:27.000Z,2024-03-16T07:35:27.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"मिति २०८० चैत्र ३ गते जनमत पार्टीको केन्द्रीय समिति बैठक, पर्सा जिल्लाकाे वीरगंजमा सुरू भएको छ।
स्थान: क्लासिक व्याङक्विट, वीरगन्ज, पर्सा
आयोजक: जनमत पार्टी केन्द्रीय सचिवालय 
#janmatparty #DrCkraut  #Abdulkhan #वीरगन्ज",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GIxos4IaMAAE4FV?format=jpg&name=medium,https://pbs.twimg.com/media/GIxot6Yb0AAHiZA?format=jpg&name=small,https://pbs.twimg.com/media/GIxotKQbQAEGXhc?format=jpg&name=small",
2024-03-13T04:58:43.000Z,2024-03-13T04:58:43.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"धन्यवाद 🙏 #सभापति_ज्यु 
उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय #अब्दुल_खान ज्यु द्वारा जिल्ला बाँकेको नेपालगञ्ज स्थित #अम्बे स्टिल कम्पनीमा छड्के अनुगमनले गर्दा आज हजारौं मजदुरहरु खुशी भएको छन अनावश्यक एक टनमा रु २५ को दरले कटौती गर्ने काम बन्द भएको छ।",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GIhoCmIbsAABbpZ?format=jpg&name=small,https://pbs.twimg.com/media/GIhoErVbwAA63nb?format=jpg&name=small,https://pbs.twimg.com/media/GIhoCo4a4AAfc5K?format=jpg&name=small,https://pbs.twimg.com/media/GIhoCoMb0AA14WH?format=jpg&name=small",
2024-03-13T04:56:34.000Z,2024-03-13T04:56:34.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,धन्यवाद सम्माननीय प्रधानमन्त्री ज्युरमजान रोजा पर्वको अवसरमा सम्माननीय प्रधानमन्त्री पुष्पकमल दाहाल 'प्रचण्ड' ले दिनुभएको शुभकामना सन्देश।,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GIhZC_PW8AAka03?format=jpg&name=medium,
2024-03-11T02:44:34.000Z,2024-03-11T02:44:34.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"Ramadan Mubarak
#Ramadan2024 #Ramadan #Nepal #India",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GIW2L0jWcAAuRDv?format=jpg&name=medium,
2024-03-10T13:53:38.000Z,2024-03-10T13:53:38.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"आज मिति २०८०/११/२७ गतेको दिन 
जनमत पार्टीको केन्द्रिय कर्यकारिणी सदस्य श्रीमती मनोहरी देवीको छोरीको शुभ विवाहमा उपस्थित भइयो र सर्लाही जिल्लाको विभिन्न स्थानमा नेता तथा कार्यकरताहरुसंग भेटघाट गरियो।
-माननीय अब्दुल खांन ( राष्ट्रिय वरिष्ठ उपाध्यक्ष,जनमत पार्टी)
#abdulkhan #सर्लाही",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GIUFu2FakAEbL0g?format=jpg&name=small,https://pbs.twimg.com/media/GIUFvD0asAAVnGW?format=jpg&name=small,https://pbs.twimg.com/media/GIUFuwXbUAAknCN?format=jpg&name=small,https://pbs.twimg.com/media/GIUFtLnbMAAWxbN?format=jpg&name=small",
2024-03-08T01:40:09.000Z,2024-03-08T01:40:09.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"हिन्दू धर्मावलम्बीहरूको महान पर्व महा शिवरात्रीको हार्दिक मंगलमय शुभकामना॥
#महाशिवरात्रि #Nepal",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GIHKrUWWAAAQNpz?format=jpg&name=medium,
2024-03-07T12:38:19.000Z,2024-03-07T12:38:19.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"आज मिति २०८०/११/२४ गतेको दिन 
बजारमा बढदै गएको सिन्डिकेट प्रणाली र आम उपभोक्तामा परेको प्रभाव"" विषयक कार्यक्रममा उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय अब्दुल खान ज्युको प्रमुख अतिथिमा सु-सम्पन्न भयो।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
आयोजक: तराई विकास तथा सञ्चार केन्द्र नेपाल,आयोजक: तराई विकास तथा सञ्चार केन्द्र नेपाल,"काठमाडौं""",khanabdul_24,Janamat,,khanabdul_24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,"https://pbs.twimg.com/media/GIEXmpkaMAAUgJk?format=jpg&name=small,https://pbs.twimg.com/media/GIEXuiNbsAAbiN3?format=jpg&name=small,https://pbs.twimg.com/media/GIEXn3KasAA6VVG?format=jpg&name=small,https://pbs.twimg.com/media/GIEXrznaAAEaWm8?format=jpg&name=small"
2024-02-15T00:46:13.000Z,2024-02-15T00:46:13.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"शुभ प्रभात 🙏!!
#abdulkhan #goodmorning #Nepal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GGVrWbxa4AA03ez?format=jpg&name=medium,
2024-02-14T03:15:40.000Z,2024-02-14T03:15:40.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"हार्दीक मंगलमय शुभकामना।
#Abdulkhan #sarswatipooja #nepal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GGRD-IbWoAA8A8y?format=jpg&name=medium,
2024-02-13T01:35:41.000Z,2024-02-13T01:35:41.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"शुभ बिहानी 🙏!
#goodmorning #Nepal",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GGLjf2PXoAA4YIc?format=jpg&name=medium,
2024-02-07T15:28:16.000Z,2024-02-07T15:28:16.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07T15:25:28.000Z,2024-02-07T15:25:28.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-07T15:24:40.000Z,2024-02-07T15:24:40.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-29T09:38:53.000Z,2024-01-29T09:38:53.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"१० दिने सांस्कृतिक,राजनितिक र एतिहासिक भ्रमण पछि आज स्वदेश फर्कियौ,भ्रमणको दौरान साथ र सहयोग दिने सम्पुर्णलाई हृदय देखि धन्यवाद🙏!!
          - मा. अब्दुल खान (राष्ट्रिय उपाध्यक्ष, जनमत पार्टी)
#abdulkhan #tiairport #Nepal",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GFACNkyawAAnCD7?format=jpg&name=small,https://pbs.twimg.com/media/GFACO3cbUAAYAtJ?format=jpg&name=small,https://pbs.twimg.com/media/GFACPPOa0AAObvl?format=jpg&name=900x900,https://pbs.twimg.com/media/GFACPk9bUAAjLHc?format=jpg&name=900x900",
2024-01-28T03:02:35.000Z,2024-01-28T03:02:35.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"नेपाल भ्रमणमा रहेका प्रजातन्त्रवादी उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय अब्दुल खान ज्युले आज दिल्ली स्थित नेपाली राजदूतसँग भेटवार्ता गर्नु भएको छ ।
#nepal #india #embassyofnepal",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GE5d35uX0AAE949?format=jpg&name=small,https://pbs.twimg.com/media/GE5d5YeWUAAcCpt?format=jpg&name=small,https://pbs.twimg.com/media/GE5d7OZWAAA7Rq0?format=jpg&name=small,https://pbs.twimg.com/media/GE5d8mvXYAArzGj?format=jpg&name=small",
2024-01-27T09:04:44.000Z,2024-01-27T09:04:44.000Z,text,khanabdul_24,Janamat,,khanabdul_24,,,,Thank you so much 👍,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-22T02:33:58.000Z,2024-01-22T02:33:58.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय #अब्दुल_खान ज्यूको #आप_की_अदालत शो का संचालक रजत शर्मा ज्यु सँग भारतको दिल्ली राजधानीमा भेटघाट भएको छ र साथै शर्मा ज्यु एक भारतीय पत्रकार हुनुको साथ व्यापारी पनि हुन्।


#Abdulkhan #rajatsharma",,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GEad3FEWkAAW3Ng?format=jpg&name=medium,
2024-01-22T02:16:57.000Z,2024-01-22T02:16:57.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"मिति २०८०/१०/०७ गतेको दिन 
नेपालमा व्यापारमा लगानी गर्ने लगानी कर्ताहरु सँग (Invester) उद्योग तथा वाणिज्य र श्रम उपभोक्ता हित समितिका सभापति माननीय #अब्दुल_खान ज्युकोे #भारतकोे दिल्ली स्थित होटल #ताज_प्यालेस मा डिनर सहित विभिन्न विषयमा छलफल तथा भेटघाट गरियो।
Taj Hotels 

#India",,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GEaZ9N2XEAAfosZ?format=jpg&name=900x900,https://pbs.twimg.com/media/GEaZ9ikXYAEVbzj?format=jpg&name=small,https://pbs.twimg.com/media/GEaZ91AW4AAahXk?format=jpg&name=900x900",
2024-01-21T02:52:59.000Z,2024-01-21T02:52:59.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"धन्यवाद🙏🙏!!
#Newsfile  #Trending",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GEVYnuGaUAAjQwy?format=jpg&name=medium,
2024-01-07T15:40:28.000Z,2024-01-07T15:40:28.000Z,video,khanabdul_24,Janamat,,khanabdul_24,,,,"धन्यवाद!! PrimeTv
#Newsnight #fypシ #nepal",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/1744020986951778304/pu/img/cXZq8BRe_1-5VK7a.jpg,
2024-01-06T17:07:41.000Z,2024-01-06T17:07:41.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"ललितपुर गुरुद्वारामा भव्य स्गुरुनानक गुरुद्वारा कुपन्डोलमा ज्ञानी गुरु बकस सिहं द्वारा जनमत पार्टीका राष्ट्रिय उपाध्यक्ष माननीय अब्दुल खान ज्युलाई सम्मान तथा अभिनन्दन गरियो।#सरदार पृतम सिहं द्वारा लिखित ROADS TO THE VALLEY"" नामक किताब प्रदान गरि सम्मान गरियो।।।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"#Abdulkhan""","#Abdulkhan""",,khanabdul_24,Janamat,,khanabdul_24,,,,"https://pbs.twimg.com/media/GDLMYuNXYAAcxnx?format=jpg&name=small,https://pbs.twimg.com/media/GDLMZAdXgAAoFDK?format=jpg&name=small,https://pbs.twimg.com/media/GDLMZWVXIAEAmWv?format=jpg&name=small,https://pbs.twimg.com/media/GDLMZn2W8AIwLKm?format=jpg&name=small",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1
2024-01-05T13:39:04.000Z,2024-01-05T13:39:04.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"#गोली हानेर समस्याको सामाधान होइन❌
गोली हान्ने प्रहरीलाई आजीवन जेल गर सरकार
#हार्दिक श्रद्धा्जंली!नेपाल प्रहरीको गोलीबाट सर्लाही जिल्लाको बरहथवा नगरपालिका वार्ड नं -५ मा बस्ने जयशंकर साहकाे अल्पायुमा निधन भएकोले यस दुःखद् घडीमा दिवङ्गत आत्मको चिर शान्तिको कामना गर्दछु।
#RIP",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GDFTD2wXoAAfZVr?format=jpg&name=900x900,
2024-01-03T23:05:32.000Z,2024-01-03T23:05:32.000Z,video,khanabdul_24,Janamat,,khanabdul_24,,,,"एक वर्षमा सरकारले सबै काम गरेका नराम्राे होइनन्।
जस्तै:-
-नागरिकताको सवालमा होस्..!
- किसानहरूको लागि मलखादको सवालमा होस्..! आदि......
#Abdulkhan #प्रचण्ड",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/ext_tw_video_thumb/1742683461821874176/pu/img/ToQ06BEy_l0Hm-AS.jpg,
2024-01-01T02:11:37.000Z,2024-01-01T02:11:37.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"Happy New Year 🎊
#HappyNewYear2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://pbs.twimg.com/media/GCuPW8NbUAAR-tk?format=jpg&name=medium,
2023-12-31T16:18:51.000Z,2023-12-31T16:18:51.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"नयाँ वर्ष 2024 को सुखद आगमन र 2023 को समापनमा यस्ता समाज सेवी,बुजुर्ग वयक्तित्वहरुको साथमा यस्तो सुखद अवसरमा रिद्धिसिद्धि ज्वयलर्स परिवारबाट सम्मानित हुँदा धेरै खुसि महसुस भएको छ। वर्ष 2024 सबैको लागि सुखद,फल्दाई र उत्तर उत्तर प्रगति होस भन्ने कामना गर्दछु।
#HappyNewYear2024",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GCsHq5iasAAZ71D?format=jpg&name=small,https://pbs.twimg.com/media/GCsHrbUasAER-9g?format=jpg&name=small,https://pbs.twimg.com/media/GCsHrtZbkAACxlH?format=jpg&name=900x900,https://pbs.twimg.com/media/GCsHr8XasAAM5TO?format=jpg&name=small",
2023-12-30T09:51:49.000Z,2023-12-30T09:51:49.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,जिल्ला सर्लाहीको कविलासि ना.पा वार्ड नं:-९ का श्री सतनारायण राय यादव ज्यु र हरिपुर ना.पा वार्ड नं:- ७ का श्री राम प्रसाद चौधरी ज्यु जनमत पार्टीका राष्ट्रिय उपाध्यक्ष माननीय #अब्दुल_खान ज्यु द्वारा आज मिति २०८०/०९/१४ गतेको दिन विधिवत रूपमा जनमत पार्टीमा प्रवेश गर्नु भयो।,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GCllfgfbQAABgyS?format=jpg&name=medium,https://pbs.twimg.com/media/GCllf11a4AAJjWm?format=jpg&name=small,https://pbs.twimg.com/media/GCllgp0asAATKyc?format=jpg&name=small",
2023-12-30T06:50:56.000Z,2023-12-30T06:50:56.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"सर्लाहीको मलङ्गवा न.पा. वडा न-३ मा संचालित रहेको जिलानिया मदरसा प्रा. वि. मा मुस्लिम बोर्ड नेपाल द्वारा आयोजीत गरिएको वार्षिक महाउत्सव कार्यक्रम राष्ट्रिय साधारण सभा"" मा  जनमत पार्टीका राष्ट्रिय उपाध्यक्ष मा.अब्दुल खांन ज्युलाई प्रमुख अतिथिको रूपमा भव्यताका साथ स्वागत् गरियो।""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GCk8Eq2aYAAR42_?format=jpg&name=small,https://pbs.twimg.com/media/GCk8FCVa4AA77IU?format=jpg&name=small,https://pbs.twimg.com/media/GCk8FaBaYAEt3At?format=jpg&name=small,https://pbs.twimg.com/media/GCk8HA6bEAAOtBN?format=jpg&name=small",
2023-12-28T12:19:44.000Z,2023-12-28T12:19:44.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"आज मिति २०८०/०९/१२ गतेको दिन बाल अधिकारलाई सुनिश्चित गर्न बाल श्रमको अंत गरी बाल मैत्री कानुन बनाउन बालबालिकाहरु द्वारा श्रम समितिका सभापति माननीय अब्दुल खान ज्युलाई ज्ञापन पत्र बुझाईयो र विभिन्न साथीहरु संग भेटघाट तथा छलफल गरियो।
#Abdulkhan #सभापति",,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GCb0ISAaYAAmYI8?format=jpg&name=small,https://pbs.twimg.com/media/GCb0JxWacAEa9iu?format=jpg&name=small,https://pbs.twimg.com/media/GCb0K1PaEAAz-2i?format=jpg&name=small,https://pbs.twimg.com/media/GCb0L5EbAAAHUpF?format=jpg&name=small",
2023-12-25T10:40:46.000Z,2023-12-25T10:40:46.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,आज मिति मिति २०८०/०९/०९ गतेको दिन सशस्त्र प्रहरी बलको(ssp) श्रीमान जहर सिंह बुढा मगर र श्रीमती सम्झना थापा मगर ज्यु दुबै जना जनमत पार्टीका राष्ट्रिय उपाध्यक्ष माननीय #अब्दुल_खान ज्युलाई निजी सचिवालयमा आई बधाई तथा शुभकामना दिएकोमा दुबै श्रीमान र श्रीमतीलाई धेरै धेरै धन्यवाद 🙏।,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GCMAvX1aMAALFTs?format=jpg&name=medium,https://pbs.twimg.com/media/GCMAwNraAAAnE5i?format=jpg&name=small,https://pbs.twimg.com/media/GCMAw81aoAEX5GF?format=jpg&name=small",
2023-12-15T11:10:35.000Z,2023-12-15T11:10:35.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"आज मिति २०८०/०८/२९ गतेको दिन जनमत पार्टीका राष्ट्रिय उपाध्यक्ष तथा पूर्व खाने पानी मन्त्री माननीय #अब्दुल_खान ज्युकाे विशेष पहल र #EPC Nepal  द्वारा मधेश प्रदेशको ४०० विद्यालयहरुमा खानेपानी फिल्टर मेसिनहरु जडान भईसकेका छन,आफ्नै पहलमा भएको योजनाको अनुगमन मन्त्री खान द्वारा गरीयो।",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GBYnrQUaMAAeeH9?format=jpg&name=small,https://pbs.twimg.com/media/GBYnrfUaMAALjk6?format=jpg&name=small,https://pbs.twimg.com/media/GBYnrxfa4AAjy8o?format=jpg&name=900x900,https://pbs.twimg.com/media/GBYnsFZa0AAEEQn?format=jpg&name=small",
2023-12-14T10:37:26.000Z,2023-12-14T10:37:26.000Z,image,khanabdul_24,Janamat,,khanabdul_24,,,,"#सप्तरी जाने कर्ममा सिराहा जिल्लाको लहानमा साथीहरु द्वारा जनमत पार्टीका राष्ट्रिय उपाध्यक्ष माननीय #अब्दुल_खान ज्युलाई स्वागत् गरियो।
यति माया प्रेमले स्वागत् गरेकोमा  साथिहरुलाई धेरै धेरै धन्यवाद 🙏।
#अब्दुल_खान  #सिराहा #news",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"https://pbs.twimg.com/media/GBTWdBLaIAAt3IE?format=jpg&name=small,https://pbs.twimg.com/media/GBTWfTsaYAANL41?format=jpg&name=small,https://pbs.twimg.com/media/GBTWgZZbQAAOSKh?format=jpg&name=small,https://pbs.twimg.com/media/GBTWgxYaMAAy7nF?format=jpg&name=small",
