Date,Post Type,Content,Like,Retweet,Reply,username,name,first_name,last_name
2024-03-09T04:24:55.000Z,image,"नौलो गणतन्त्रको आन्दोलन किन? - डा. सी. के. राउत, #नागरिक दैनिक, २०८० फाल्गुन २६ गते शनिबार📷",42,9.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-03-09T04:24:23.000Z,image,"गौतमबुद्धलाई पत्र - डा. सी. के. राउत (२०५७ सालको रचना)
कान्तिपुर कोसेली, २०८० फाल्गुन २६ गते शनिबार",29,3.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-27T15:38:34.000Z,image,"सप्तरीमा मन्त्री र सभासद्हरूमाथि ज्यानलिने गरी भएको घटना घटाउन मधेश प्रदेशका #मुख्यमन्त्रीले #प्रहरीका #उच्च #पदाधिकारीहरू #समेतलाई #पैसा दिएको आरोप आएको छ, त्यसको छानबिन होस्।   
साढ़े ३ अर्बको रकमान्तर भ्रष्टाचार काण्डको छानबिन होस्, बजेट कसैको निजी सम्पत्ति होइन।",56,12.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-27T11:01:02.000Z,video,"मधेश प्रदेश सभा घेराऊ किन?

१. मुख्यमन्त्रीको अगुवाईमा शिक्षा मन्त्री महेश प्रसाद यादवसहित सभासद्हरूमाथि ज्यान मार्ने गरी नै राजबिराजमा भएको घटनाको छानबिन गर्ने समिति बनाउन र कारबाही गर्न

२. साढे ३ अर्बको रकामान्तर घोटाला काण्डको विषयमा प्रतिवेदन आएर कारबाही गराउन",51,7.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-26T12:26:44.000Z,image,"मधेश प्रदेशको राजनीति ! #मुख्यमन्त्रीले प्रदेश नीति आयोगका सदस्य डा. सोहन प्रसाद साहलाई #बर्खास्त गरेको छ। मधेश त्यसै असाक्षर र अविकसित भएको हो? हाम्रो शिक्षा मन्त्री हुँदा  प्रदेश  साक्षरता कार्यक्रमको डिजाइन गरेका, हुलाकी सडकमा रोजगारी सिर्जना छलफल चलाएर लोकप्रिय भइरहेका थिए।",40,8.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-25T11:48:03.000Z,image,मीटरब्याजी र लघुवित्त पिडितहरूसँग हरेक मोर्चामा हामी साथ छौं,109,13.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-24T10:05:10.000Z,image,संत शिरोमणि श्रीरविदास जयन्तीको अवसरमा हार्दिक मंगलमय शुभकामना 🙏🏻 #EndUntouchability #SocialJusticeToDalits,27,2.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-22T11:53:16.000Z,video,"सत्ता-संचालकहरू #सेतोबाघ बाट त्रसित छ। #जंगबहादुरको हबिगत हामीले देखेकै हौं, छोरा जर्नल र नाती जर्नलको जे हाल भएको थियो, सुध्रेनौं भने त्यही हालत नहोला, भन्न सकिन्न।",180,20.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-22T10:12:23.000Z,text,"बिहीबार प्रतिनिधिसभाको बैठकमा बोल्दै डा. सी. के. राउत कोतपर्व, भण्डारखाल पर्वजस्ता हिंसात्मक घटनाबाट प्रधानमन्त्री बनेका जंगबहादुर राणा आफैं सेतो बाघसँग डराएको भन्दै प्रमुख राजनीतिक दलहरु पनि आफैंले ल्याएको शासन व्यवस्थासँग डराएको टिप्पणी गरेका हुन् ।",33,3.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-21T15:30:57.000Z,image,"“#आप्रवासी #जनमत #संघ” विभिन्न #वर्ग/#व्यवसाय, क्लष्टर (संविधानले तोकेअनुसार #आदिवासी #जनजाति, #खसआर्य, #थारू, #दलित, #पिछडावर्ग, #मधेशी, #मुस्लिम, #अल्पसंख्यक साथै अन्य)   र क्षेत्र (#जिल्ला/#पालिका/#प्रदेश अनुसार) गठन गर्न हुन सम्बन्धित सबैलाई सूचित गरिन्छ।",25,2.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-06T11:34:34.000Z,image,"२०८१ ज्येष्ठ १५ गते ‘गणतन्त्र दिवस’का दिन काठमाडौंको भृकुटी मण्डपमा हुने भव्य-सभामा सहभागी होऔं 

भ्रष्टाचार मेटाऔं, दलतन्त्रको तानाशाही हटाऔं, जनताको अधिकार जनताकै हातमा दिऔं

प्रत्यक्ष निर्वाचित प्रधानमन्त्रीसहित “नौलो गणतन्त्र र सामाजिक लोकतन्त्र” ल्याउन आन्दोलन सफल पारौं",26,3.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-05T18:22:14.000Z,text,"जनमत पार्टीले औंल्यायो देश विकास हुन नसक्नुका पाँच कारण
माघ २२, २०८० कान्तिपुर संवाददाता",27,1.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-05T02:33:37.000Z,text,"प्रत्यक्ष निर्वाचित प्रधानमन्त्री, निर्वाचन अधिकृत, महालेखा परीक्षक, न्यायाधिवक्ता र अख्तियार प्रमुख हुनुपर्ने भन्दै अध्यक्ष राउतले विभिन्न विभागीय मन्त्रीहरू नरहने प्रस्ताव पेश गरेका छन्",145,12.0,9.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-04T14:29:35.000Z,text,"आखिर नेपालको विकास किन भएन?
रिभर्स इन्जिनियरिङ्ग दृष्टिकोण तथा ‘दोस्रो गणतन्त्र र सामाजिक लोकतन्त्र’को लडाईँ, २०८०/१०/२१ गते  जनमत पार्टीद्वारा  केन्द्रीय सचिवालयको बैठकमा छलफलका लागि राजनैतिक प्रस्ताव प्रस्तुत 
",35,2.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-02-03T05:07:36.000Z,image,"साम्यवाद आउँदै हो? निजी भगाउने, राज्यलाई सुम्पने ( र नातागोता वा कार्यकर्ताबीच बाँड्ने) #alert #1984",85,11.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-30T02:55:09.000Z,image,"लखन थापा वा बाँका वीर नै प्रथम शहीद किन, जबकि देशको लागि दुश्मनसँग लडेर ज्यान दिने कालुपाँडेहरू त राज्यविस्तारकै क्रममा थिए ?

किनकि अहिले आद्य खस शासनकाल हो, त्यसैले शहीद भनेको  अगाडिको शासनकाल (राणाकाल) फालेर खस शासन ल्याउन आहुति दिएकाहरू हुन्। 

शहीद दिवसको हार्दिक शुभकामना",84,10.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-28T15:42:58.000Z,image,"#मासिन्या - #मण्डला थिएटरमा आज हेर्ने मौका जुर्यो। अभिनय, भावना, प्रकाश र संगीतको गज्जबको संयोजन।  त्यसमाथि #तामाङ् जातिमाथि राज्यले गरेको दमनको कथा आफ्नै जीवनसँग समेत मेल खाने। प्रहरी र अगुवा  मिलेर गाउँका निर्दोष मान्छेलाई फसाउँदै जेल कोच्ने अनि आफ्नो प्रभुत्व स्थापित गर्ने कथा",60,4.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-27T03:19:32.000Z,image,"पैसा खाएर छानबिन समितिले स्पष्ट रूपमा भएको ठूलो ३ अर्ब ३४ करोड़को भ्रष्टाचारलाई ढाकछोप गर्ने  प्रतिवेदन दिए छानबिन समितिका सदस्यहरूमाथि समेत मुद्दा दर्ता गर्नु पर्दछ। प्रदेश सरकार कसैको बपौती होइन, तपाईं हाम्रै जनताको एकएक पैसाबाट चल्ने हो। ",143,38.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-25T15:40:41.000Z,text,"मधेश प्रदेश सरकारले ल्याएको ‘मुख्यमन्त्री बेटी पढाऊ, बेटी बचाऊ’ कार्यक्रममा भएको भ्रष्टाचार काण्डमा मुख्यमन्त्रीलाई राजनैतिक संरक्षण गर्ने र कर्मचारीलाई मात्रै दोषी मानेर सजाय गर्ने निर्णय  पक्कै पनि राजनैतिक मिलेमतो हो। जनताले सबै बुझेकै छन्",124,25.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-17T10:57:33.000Z,image,"मधेशका मुख्यमन्त्री र अर्थमन्त्रीले मधेश सरकारमा गरिराखेको चरम भ्रष्टाचारमाथि छानबिन गर्न र कारबाही गर्न, शहीद तथा जनताको भावनको कदर गर्न, मधेशलाई बदनाम हुनबाट बचाउन #जनमत पार्टीद्वारा मधेश सरकारको कार्यक्रममा विरोध प्रदर्शन।
भ्रष्टाचारी होशियार ",35,4.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-17T04:47:07.000Z,image,"आज मधेशमा विद्यमान रहेको जंगलराज र भ्रष्टाचारका कारण संघीयता समेत बदनाम हुँदै आएको छ, मधेशको नाम नै कलंकित हुँदै आएको छ। मधेशका हरेक मन्त्रालयदेखि कार्यालयहरूमा जसपाका कार्यकर्ताहरू भरेर मचाउँदै आएको आतंक, भ्रष्टाचार र जंगलराज शीघ्र अन्त्य होस् भनेर कामना।  ",281,55.0,24.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-08T14:20:04.000Z,image,सिख समुदायको लागि आरक्षण तथा श्री गुरूनानक जयन्तीको अवसरमा विदा बारे जनमत पार्टीद्वारा सम्माननीय प्रधानमन्त्रीज्यूलाई ज्ञापनपत्र,65,4.0,9.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-08T12:24:44.000Z,image,जनमत पार्टीको तर्फबाट राष्ट्रिय सभा सदस्यका लागि #मधेश प्रदेशमा #रामशंकर #महासेठ र #लुम्बिनी प्रदेशमा #बालगोबिन्द #चौधरी थारू  ज्यूको उम्मेदवारी दर्ता भएको छ। दुबैजना उम्मेदवारलाई हार्दिक शुभकामना 📢,46,5.0,1.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-06T15:06:15.000Z,image,".  should publish data on its assistance in last 20 years in (1)Terai-Madhesh (2)in Hills. Perhaps <5-10% went to Terai-Madhesh, home to 54% of population.Yet the people who got it all are the ones despising India, burning its flag n hurling slippers on ambassador",43,5.0,7.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-06T13:41:33.000Z,image,"उच्च अदालतको न्यायाधीश, राजदूत, संवैधानिक निकायका पदाधिकारीहरूको नियुक्तिमा भएको विभेदपूर्ण तथा असमावेशी नियुक्तिको विषयमा सम्माननीय प्रधानमन्त्रीज्यूलाई ज्ञापनपत्र🙏🏻",180,24.0,32.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-02T15:24:56.000Z,video,"म प्रचण्ड होइन, म सी. के. राउत हूँ - full interview at ",326,33.0,30.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-01T15:12:35.000Z,video,"""हामीले धोती लाउँदैमा तपाईंलाई के आपत्ति छ? हामी धोती लाएर हिँडन नहुने हो? हामी नाङ्गै हिँड्नु पर्ने हो ?  यो कस्तो हुकुमी शासन हो? यो देश हाम्रो हो कि होइन?"" पक्राऊ हुनु पूर्व डा. सी. के. राउतले प्रहरीलाई सोधेका थिए।",575,114.0,165.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-01T15:02:59.000Z,video,"यो देशमा कति नश्लभेद छ भने, अन्य पार्टीको राष्ट्रिय अध्यक्षलाई अकारण यसरी समात्न सक्छ ? भन्दै उनले प्रश्न गरे ।",248,39.0,60.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2024-01-01T08:30:52.000Z,text,"Janamat Party chief CK Raut, 50 others arrested

",43,1.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-11-04T14:24:44.000Z,image,कर्णाली भूकम्पपीडितको राहत-उद्धारको लागि अपील,54,2.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-11-01T14:26:39.000Z,text,अन्तर्राष्ट्रिय बालिका दिवसको अवसरमा ९ कक्षामा अध्ययनरत रजीना खातुन एक घण्टाका लागि मधेश प्रदेशको शिक्षा तथा संस्कृति मन्त्री बनेकी छन् ।,37,4.0,0.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-10-30T14:53:30.000Z,text,". 's Nepal visit only lacks hunting to match King George V's: surrounded by courtiers, distanced from general public & victim families and indifferent to grave human-rights violations, inequality, injustice and poverty engulfing the nation. 
 ",89,10.0,5.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-10-30T12:23:05.000Z,image,आज पूर्वाधार विकास समितिको बैठकमा मा. डा. सी. के. राउतबाट सप्तरीमा योजनाहरूको प्रगति संतोषजनक नरहेको r ठेकेदारहरूले धेरै ढिलाई सुस्ती गरेको कुरा राख्दा समितिबाट डा. सी. के. राउतको संयोजकत्वमा अनुगमन टोली गठन गरी #सप्तरी पठाउने निर्देशन सभापतिज्यूले दिनु भएको छ।,148,9.0,3.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-10-24T01:57:41.000Z,image,जनमत पार्टीको तर्फबाट विजयादशमीको अवसरमा हार्दिक मंगलमय शुभकामना📢📢📢,250,9.0,10.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-08-23T14:27:21.000Z,image,"मित्र राष्ट्र भारतलाई यस ऐतिहासिक सफलताको लागि हार्दिक बधाई - यो सम्पूर्ण दक्षिण एशियाली मुलुकहरूको लागि साझा  गौरवको विषय हो। यसमा संलग्न सम्पूर्ण द्रष्टा, वैज्ञानिक तथा जनशक्तिलाई पनि धेरै धेरै बधाई🙏",154,23.0,10.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-08-19T07:04:25.000Z,image,आज जनमत पार्टीबाट निर्वाचित #प्रदेश #सभा #सदस्यहरूको अनुमोदन रेटिङ्गबारे मधेश र लुम्बिनी प्रदेशमा जनमत संकलन गरिँदै #RightToRecall #Janamat #OnlyHope #DrCKRaut,78,4.0,4.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-08-16T14:44:42.000Z,image,"भारतको ७७औं स्वतन्त्रता दिवसको अवसरमा नेपाल भारत मैत्री समाजको काठमाडौँमा आयोजित कार्यक्रममा बोल्दै डा, राउतके नेपाल र भारतको मैत्रीपूर्ण सम्बन्ध व्यापारिक र कर्मचारी तहमा मात्रै नभई दुई देशका जनताहरू एक अर्कासँग नजिक भएपछि मात्रै सुमधुर बन्ने बताएका हुन्।",86,7.0,13.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-08-15T15:37:01.000Z,image,आज श्रावण ३० गते मंगलबार   #राष्ट्रिय #सभागृह #काठमाडौंमा जनमत पार्टीको शुभेच्छुक संगठन नेपाल राष्ट्रिय  नाइ संघद्वारा आयोजित वृहत् भेला तथा पार्टी प्रवेश कार्यक्रमका झलकहरू। 📷📷📷,91,7.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-05-13T09:44:32.000Z,image,भ्रष्टाचार विरुद्ध जनमत पार्टीको खबरदारी,178,9.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-05-05T03:57:56.000Z,image,बुद्ध जयन्तीलाई सरकारले 'ध्यान दिवस' घोषणा गरोस् - पछि संयुक्त राष्ट्रसंघबाट '#विश्व_ध्यान_दिवस' पारित गर्न लगाएर अनेकौं ऋषिमुनिको ध्यान र तपस्याको ऊर्जाले परिपूर्ण नेपालको पावनभूमिलाई '#ध्यान_पर्यटन' को केन्द्र बनाउन सकिओस् - डाँडाडाँडामा भ्यूटावरभन्दा ध्यान केन्द्र खुलोस्,1.3K,78.0,60.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-04-26T15:11:56.000Z,video,"प्रहरीको मिलेमतोमा जनमतका समर्थकलाई घरबाहिर निस्कन नदिई, मान्छे काट्ने धमकी दिएर,  बूथ कब्जा गरीगरी, 
 छातामा मोहर लगाइएका मतपत्रहरू छ्याप्छ्याप्ती बाहिर भेट्टाएर, फर्जी मतदान गर्दै तथा अनुगमनका लागि म स्वयं नि.आ.को लिखित अनुमतिले जान खोज्दा 'पक्राऊ' गर्ने गरी कस्तो निर्वाचन हो?",856,128.0,94.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-04-26T00:08:21.000Z,image,"जसपाका अध्यक्ष श्री उपेन्द्र यादवज्यूलाई बारा प्रतिनिधि सभा निर्वाचन क्षेत्र नं. २ को उपनिर्वाचनमा विजयी हुनु भएकोमा उहाँलगायत जसपाका सम्पूर्ण नेता, कार्यकर्ता र शुभचिन्तकहरूलाई हार्दिक बधाई 🎉

जनमत पार्टीलाई मतदान गर्नुहुने र अगाध माया दिनु  हुने सम्पूर्णमा कोटिकोटि प्रणाम 🙏",559,27.0,112.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-04-24T08:06:41.000Z,image,"पारदर्शिताबाट डर किन ? मतगणना स्थलको #लाइभ गरिनु पर्ने हाम्रो मागको विपरीत #मोबाइल फोन समेत #निषेध गरी मतगणना गर्नुको रहस्य के? प्रहरी, प्रशासन र निर्वाचन अधिकृतको मिलेमतो हिजो पनि बूथहरूमा देखिएकै हो, मतपत्र बाहिर छयाप्छ्याप्ती भेटिएकै थिए, मतपेटिकाको सील पनि तोडिएको छ।",284,53.0,9.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-04-24T05:48:22.000Z,video,"बारा-२ को मतगणना स्थलको लाइभ हुनुपर्छ।‌ सप्तरी -२ मा हामीले भोगिसकेका छौं, हार्न लागे पछि जसपाले भित्र नै उत्पात र दंगा मचाएर निर्वाचन बदर गराउने कसरी कोशिस गरेका थिए, प्रहरी प्रमुखको मिलेमतो थियो नै। बारा-२ मा सुवर्ण गा.पा. का ४ बटा बाकसको सिल टुटेको भेटिएको छ ",377,75.0,20.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-03-15T16:32:17.000Z,image,मलमा अनुदान कटौती गर्ने नेपाल सरकारको निर्णय बारे जनमत पार्टीको धारणा।,111,14.0,8.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-03-11T15:06:27.000Z,text,"संविधानको धारा ७० को ""फरक फरक लिंग #वा समुदाय"" को मात्रै पालना गर्ने कि धारा ३८(४) को ""राज्यका सबै निकायमा महिलालाई समानुपातिक समावेशी"" सहभागिताको पनि पालन गर्ने हो? संविधानको एउटा धारा पालन गर्ने र अर्को नगर्ने हुँदैन। दुइटै धारालाई मान्य हुने गरी नै उम्मेदबारी हुनुपर्छ",141,12.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-03-11T12:56:52.000Z,image,"उपराष्ट्रपतिको निर्वाचन, मधेश र थरूहट आन्दोलनका मुद्दाहरूको सम्बोधन, नागरिकता विधेयक, आन्दोलनकारीमाथिको मुद्दा फिर्ता, राजबंदीहरूको रिहाई सहित, विगतका सहमतिहरूको कार्यान्वयन सहितका एजेन्डामा सहकार्य गर्दै अगाडि बढ्न #लोसपा, #नाउपा र #जनमत पार्टी सहमत।",103,10.0,6.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-03-11T10:40:58.000Z,image,निर्वाचन आयोगले संविधानको धारा ३८(४) उद्धृत गर्दै हरेक हालतमा #उपराष्ट्रपतिको उम्मेदबार #महिला नै हुनु पर्ने अडान लिए पछि अहिले कुनै पनि दबाव वा प्रभावमा आएर पुरुष उम्मेदबार दर्ता गरिनु अत्यन्त खेदजनक छ र यसले आयोगको विश्वसनीयतामाथि नै प्रश्न चिन्ह खडा गरेको छ। हामी ऊजुरी दिन्छौं,156,12.0,14.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-03-03T16:12:31.000Z,image,"#नियमित #अन्तरक्रिया #कार्यक्रम: आज 'मधेशको विकासका योजनाहरू - प्रस्ताव, कार्यान्वयन र चुनौतीहरू' विषयक अन्तरक्रियामा भाग लिनु हुने सबैमा हार्दिक धन्यवाद 🙏",256,12.0,11.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-02-26T16:00:54.000Z,image,"मधेश प्रदेशको कृषि मन्त्रालयमा ३० दिन, प्रशंसनीय काम। दुर्गाग्यले  जनमत पार्टीले पाएको अर्को मन्त्रालय शिक्षा, विज्ञान, प्रविधि तथा वाणिज्य मन्त्रालय मा पटक-पटक ताकेता गर्दा पनि अहिलेसम्म कार्यभार समेत छुट्टयाएर हस्तान्तरण गरेको छैन।",399,32.0,25.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-02-24T15:09:36.000Z,image,"स-साना कुराको लागि मेरो लामो संघर्ष। आज अर्को दुई निषेधित क्षेत्र तोडियो: 
१. साहित्यिक महोत्सवमा पहिलो पटक सहभागी (विदेशमा जे-जति योग्य भए पनि आफ्नै भूमिमा योग्य हुन सकेको थिइन) 

२. जानकी मन्दिर प्राङ्गन (मेरो लागि अर्को निषेधित क्षेत्र) बाट बोल्ने मौका । 

आयोजकलाई धन्यवाद।",1.1K,34.0,34.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-02-17T12:57:41.000Z,image,"#दलान_दलील: जनतासँग डा. सी. के. राउत।
शुक्रबार सप्तरी निर्वाचन क्षेत्र नम्बर २ को मधेपुरा, कट्टी, बनरझुला, टिकुलिया, बरसाइन,  कुसहा, सकरपुरा, बेलही  र लौनियामा सम्पन्न।",160,7.0,2.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2023-02-17T12:55:31.000Z,image,"पानी परीक्षण घु्म्ती सेवा (भ्यान) ले सप्तरी निर्वाचन क्षेत्र नं २ को लौनियामा पानी परीक्षण गर्दै। यो घुम्ती सेवा विभिन्न गाउँहरु हुँदै जानेछ र तपाईंहरु पनि आफ्नो कल वा धाराको पानी पिउन योग्य भए नभएको, #आर्सेनिकको मात्रा स्वीकार्य योग्य भए नभएको  चेकजाँच गर्न सक्नुहुन्छ🙏",1.2K,99.0,42.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-30T07:24:23.000Z,image,आज आफ्नै निर्वाचन क्षेत्रमा जनताको‌ दुःखसुख सँगै 🙏,522,8.0,18.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-27T03:22:13.000Z,image,"शुभप्रभात !🙏काठमाडौं बस्न डेरा/घर खोज्नै गार्‍हो, आज पनि जाँदैछु। बरू काठमाडौं भएको बेला एकान्तमा यस्तै #डाँडाकाँडातिर बसौंबसौं लाग्ने - कस्ता रमणीय र ध्यान लाग्ने ठाउँहरू। घ्याम्पे डाँडास्थित #पाइलटबाबा आश्रम गत शनिबार जाँदाको तस्वीर।",2K,52.0,96.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-26T13:05:37.000Z,video,"'म खासमा सांसदका लागि पनि योग्य मान्छे होइन, मन्त्रीको त परको कुरा भयो [परिस्थिति, बाध्यता वा जिम्मेबारीले भएको चाहिँ अर्कै कुरा हो।]' गठबन्धनको बैठकपछि तपाई आफू चाहिँ सरकारमा नजाने भन्ने सञ्चाकर्मीहरुको प्रश्नमा कुरा गर्दै उनले भने।🙏 #drckraut",567,48.0,21.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
2022-12-26T11:47:01.000Z,image,म एक `निस्काम कर्मयोगी´- डा. सीके राउत #तमसोमा_ज्योतिर्गमय सोमवार आज राति ९:०० बजे,314,11.0,14.0,drckraut,Chandra Kant Raut,Chandra Kant,Raut
